Y1,SyncMarker1,SampleMarker1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
0.6666666666666666,1,1
